Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
why do I feel this was better animated them volume 3,,11,6,0,0,0.0,0
I change my wallpaper every week on this them thats how much I love it,,15,6,0,0,0.0,0
"806
Jeanne fail  RNJR is cooler  Aragorn FTW",,9,8,0,0,0.0,0
anybody watched the Chibi version before this,,7,3,0,0,0.0,0
"Jaunes new armor
Even in death shes still all over you jaune",,11,4,0,0,0.0,0
Hazel said Weve dealt with her kind before with regards to Cinder losing to Ruby silvereyed girl is he talking about Summer Rose Does this mean he or his team could be the reason why Summer Rose is dead,,39,18,0,0,0.0,0
First Penny then Pyyra whos next Yang,,7,4,0,0,0.0,0
946*Ren X Noraintensifies*,,3,3,0,0,0.0,0
So the Grimn are born from tar pits okkayyyy Also Ruby making fun of Jaune hahahha,,16,12,0,0,0.0,0
Ruby said BOi,,3,2,0,0,0.0,0
PYRRAHs TIARA I CANNOT IM CRYING,,6,6,0,0,0.0,0
We all should thank Neath for bringing the honor of the Oum family by dedicating his hard work to his brother Monty,,22,11,0,0,0.0,0
"609
LEO VALDEZ IS THAT YOU",,5,5,0,0,0.0,0
I love how the artstyle evolved from S2 to s3,,10,6,0,0,0.0,0
*Ive never clicked on anything so slowly* My jaw dropped and it took me a while to process what was happening,,21,8,0,0,0.0,0
Jaune Nice eye Cinder Why dont I make the other match,,11,8,0,0,0.0,0
"540 when my mom tells me to get something 
Then bring it to her",,14,5,0,0,0.0,0
"606
RELAX
Somebody come get ya manz",ya,5,3,1,0.2,0.3333333333333333,1
Ok RWBY you may have killed off my favorite charactership but ive had year to calm down so lets go,,20,8,0,0,0.0,0
Leave it to ruby to use electric on a rock type,,11,5,0,0,0.0,0
We hit it harder  That sounds like something Goku would say,,12,7,0,0,0.0,0
538 when camp camp crossovered with RWBY,,7,5,0,0,0.0,0
"Ruby x Nora attack
Thunder Roses
Petal Storm
Red Bolt
Lightning and Roses
Flower Power 20
Which name fits best oh ma gawdddddddd
Help me pickkkkkkk",ma,19,14,1,0.05263157894736842,0.07142857142857142,1
Team RNJR vs Geist Grimm is a cool battle,,9,6,0,0,0.0,0
Ruby looks taller,,3,2,0,0,0.0,0
RenRyn idk how to spell his name is my favorite character,,11,5,0,0,0.0,0
Nora and Ruby combination NOW THAT should be Flower Power,,10,7,0,0,0.0,0
"So Ruby started abusing her semblance more
Thats somehow cool yet boring
I missed her hack n slash  Its still the first episode so Ill give it a chance",,28,16,0,0,0.0,0
I deserve marry with Ruby ,,6,5,0,0,0.0,0
I started bawling when I noticed Jaune and Pyrrhas weapons were put together MY POOR PYRRHA,,16,11,0,0,0.0,0
I havent watched RWBY in so long,,7,5,0,0,0.0,0
"RIP Jons balls
They were crushed by an oddly shaped rock",,10,7,0,0,0.0,0
Holy crap THIS LOOKS AMAZING,crap,5,5,1,0.2,0.2,1
As much as its sad I like what they did adding pyrrhas circlet to Jaunes shield its a nice way to remember the character even If shes never really mentioned againRest in Peace Pyrrha Nikos,,35,17,0,0,0.0,0
"Ren My guns dont do anything
Jaune YOURE GUNS NEVER DO ANYTHING",,11,10,0,0,0.0,0
Ruby is right RNJR is a waay cooler name,,9,4,0,0,0.0,0
Ruby laughing at Jaune for the bunny symbol on his hoodie is priceless,,13,7,0,0,0.0,0
Soo Pyrrha really is deadmy heart and most importantlyMY SHIPPPPPPPPPP,,10,6,0,0,0.0,0
"So is their company phrase
Salem Villainy incorporated or
Meanwhile at the Legion of Doom",,13,8,0,0,0.0,0
Blake Yang its not that bad  Yang Go,,9,6,0,0,0.0,0
BRING THE OLD ART STYLE BACKKKKKKKKK,,6,6,0,0,0.0,0
They should pick team junior because it is mostly team JNPR minus Pyrrha making it JNR junior,,17,11,0,0,0.0,0
Lets just live is the first song I ever heard from RWBY so I started watching it warms my heart,,20,11,0,0,0.0,0
"Alternate progression from 508 Salem Speak child v_v 
Emerald She says * whispers loudly* Eeeeeerrhheeeehrghehrg 
Everyone o_o * doing thinking poses* Hmmmm
Salem Dr Watts Translation please 
Watts Im sorry maam Im afraid I cant provide one
Salem Hazel
Hazel * shakes head*
Tyrion I think she said she wants to go kill someone X3
Mercury Everyone wants to go kill someone according to you _ 
Tyrion So Wheres the problem 
Salem Gentlemen please We have a serious problem to solve here
Watts Maam cant you possibly try to read her mind
Salem I dont possess that power Watson
Watts Watts maam
Salem Im sorry
Emerald I heard the Summer Maiden can oo
Salem Can what
Emerald Read minds maam
Salem Perfect Tyrion change of plans Hunt down the Summer Maiden
Tyrion * rubs hands* Sure X3
Cinder * coughs because her throat is dry* 0_0 * thinks Oh no*
Everyone * looks at her* o_o Hmmmmm
Cinder * facedesks* * thinks to herself Curse you Ruby Rose Q_Q* The aftermath
Cinder left Salems group because she was fed up with it all and went on to invent colored contacts 
Tyrion was fired after killing the Summer Maiden before he couldve stolen her power He now works for Google as a translator",,194,129,0,0,0.0,0
"1247
*flashbacks to Slugterra*",,3,2,0,0,0.0,0
If this seminew team was so intent on making the team acronym a color why not Team Orange RRNJ,,19,11,0,0,0.0,0
"I think from this point of the series the storys consistency kinda takes one hell of a nose dive
At least the animation qualitydetail no longer look like a cheap MMD video",,31,16,0,0,0.0,0
RNJR sounds like ranger which is cooler than JNRR,,9,5,0,0,0.0,0
Ok so I have got another proposition RRNJ Orange Its a coulour Ruby is the leader plus Orange is a mix of red  Ruby and yellow Jaune who are the two leaders Who else agrees ,,37,20,0,0,0.0,0
"This season looks so
PRETTY",,4,3,0,0,0.0,0
1519 What Jumpscare is that ,,6,4,0,0,0.0,0
They should have renamed this volume RWBY RNJRs,,8,5,0,0,0.0,0
Every next volume the animation been leveling up I LIKE ITTTT KWNVLSKRLV,,12,8,0,0,0.0,0
i reacon emerald is gonna turn good eventually,,8,6,0,0,0.0,0
His arm is a tree HIS ARM IS A TREE,,10,8,0,0,0.0,0
I just love when Rubys laughing,,6,4,0,0,0.0,0
The change between volume 3 and 4s art style is crazy,,11,8,0,0,0.0,0
"WHOAH 609 that looks like yuri from an anime called Chain Chronicle
Closely",,12,7,0,0,0.0,0
Emerald and mercury having second thoughts,,6,4,0,0,0.0,0
"ITSOSCAR
No wait
OZPIN20",,2,2,0,0,0.0,0
"Yo is it me or did compare that graphics from this volume to the first volume
Humongous Improvement",,17,6,0,0,0.0,0
I had no idea there was a volume 4  Im soooooo happy I get to see ruby again,,19,10,0,0,0.0,0
Gah Why does Johns shield arm have more armor than his sword arm Its a disaster waiting to happen I tell you A disaster,,24,15,0,0,0.0,0
I swear this is different animation,,6,3,0,0,0.0,0
So Im watching the whole series in 2019 and thoroughly enjoying it It enters a whole other realm of excellence in the tragic last part of season 3 and after that the character and story development is excellent I have  a question from what Salem says in this chapter it really sounds like Cinders vulnerability to Rubys eyes is directly attributable to her Maiden powers If Im correct Cinder does not have her Grimm arm before Ruby seriously injures her  in other words the loss of her eye the scarring and the loss of her arm are all due to Rubys eyes blasting her So the mystery here is why do the silver eyes hurt Maidens  who are supposedly the result of Ozpin giving up large parts of his power  as well as Grimm This has come up at least twice  here with Salems comments and later in Vol 6 when Maria and Ruby are talking and Maria cant explain why Cinder was hurt I realize its possible that Cinder had her Grimm arm before her encounter with Ruby  at some point Ill need to go doublecheck on this  but I dont think she did Certainly the part where Salem is grafting the arm to Cinder and telling her it needs to fear her comes later after the Ruby encounter Im not sure what the significance of this is but I think it does matter a lot Also Ill be very surprised if the Four Maidens power is not linked in some important way to Salems and Ozmas children It seems unlikely that four magical little girls would be introduced into a story that has Four Maidens and not be linked,,288,126,0,0,0.0,0
WAY improved animation graphics and fight scenes from vol 3,,10,7,0,0,0.0,0
I miss Pyrrha already ,,5,3,0,0,0.0,0
That rock monster grimm thingy chasing ruby looked dope as heck,,11,10,0,0,0.0,0
I expected Hazel to say IM BATMAN,,7,5,0,0,0.0,0
wow the graphics has improved so much i love it,,10,4,0,0,0.0,0
"Nora Adaaaaaaaaaaaaaaam  Adam Want me to take your arm to  *Adam*   *Nora* fight each other
*Blood everywhere *
*Noras down
* Adam * lost his arms",,27,19,0,0,0.0,0
Every time I rewatch this series I chuckle at how much foreshadowing is in the theme song for each season,,20,11,0,0,0.0,0
Rewatching Im noticing more  and more the quality change bt vol 3 and vol 4,bt,16,9,1,0.0625,0.1111111111111111,1
finally a reason to live,,5,3,0,0,0.0,0
Rubyhahahahahahaha  my ruby rose,,5,4,0,0,0.0,0
"I liked Jaune before when he had his funny guy thing  ie
Pyrrha Your Aura
Jaune Gesundheit",,16,10,0,0,0.0,0
"Giant stone vs Team JNRR
Me vs four flies",,8,5,0,0,0.0,0
and then Ruby and Nora never did that combo attack ever again,,12,4,0,0,0.0,0
Ok guys We hit it harder What are you goku,,10,7,0,0,0.0,0
Its pumpkin Pete * gets a flashback from volume three *,,11,8,0,0,0.0,0
So goodbye Team RWBY  JNPR hello Team JNRRRNJR,,9,9,0,0,0.0,0
I love rubys laugh it makes me laugh,,8,5,0,0,0.0,0
As long as were togetherWelp Jaune definitely knows his Percy Jackson quotesAnd Rooster Teeth,,14,10,0,0,0.0,0
RUBYS NEW OUTFIT IS SOOOOO PWETTY,,6,6,0,0,0.0,0
HE USED PYRRAHS TIARA MY HEART,,6,6,0,0,0.0,0
Seeing Juane make his shield have the metal from what Im going to assume was Phyrras sword and shield is so adorable,,22,11,0,0,0.0,0
I always forget Everyone is older than Ruby,,8,5,0,0,0.0,0
HaXim  GOD brought me here,,6,4,0,0,0.0,0
HIS ARM IS A TREE,,5,5,0,0,0.0,0
123 Get off your scroll Watts were filming RWBY Volume 4,,11,8,0,0,0.0,0
Jaune has Pumpkin Pete on his sweat shirt Pyrrha was on the cover of the cereal box at one point,,20,10,0,0,0.0,0
Jesus we get it You bought a water render Jeeze,,10,6,0,0,0.0,0
Everything  has changed even clothing,,6,4,0,0,0.0,0
Godamn 3rd time watching this ep I cant get enough of how hot Ren became,,15,9,0,0,0.0,0
Team RGNR vs Floyd fight,,5,4,0,0,0.0,0
RWBY WILL NEVER BE THE SAME WITHOUT PYRRHA AND PENNY TOO,,11,11,0,0,0.0,0
950 You know for devastating attacks Devastating attacks,,8,6,0,0,0.0,0
946 ReN hAd HiS aRm ArOuNd NoRa Oh My GoD,,10,10,0,0,0.0,0
They definitely based some of the characters on Smite First the Geb looking grimm Sun looks just like the Smite Sun Wukong Phyrra was like Athena ,,27,15,0,0,0.0,0
Ive watched this episode like 6 times and I just realized that Jaunes new shield is magnetically attached to his arm Magnetically You know like Pyrrhas semblance THE FEELS,,29,18,0,0,0.0,0
I had to research season 4 because its been 3 months and I just realized season 5 came out and noe I cant remember like anything they are talking about,,30,14,0,0,0.0,0
tyrians tail doesnt exist in this episode,,7,5,0,0,0.0,0
When this came out I was at a shitty kids halloween party and it was me and my friend I went out in the grass area to play with the kids and when my friend wasnt looking I hopped over a fence and ran to the park to watch this,,50,18,0,0,0.0,0
HIS ARM IS A TREHEEHEE,,5,5,0,0,0.0,0
"915
looks like ren learned something from captain levi
good job",ren,9,6,1,0.1111111111111111,0.16666666666666666,1
Jaune Arc is my favorite character and  his new look is awesome,,13,6,0,0,0.0,0
If you have seen season 6 Salem loved Ozpin or how ever you spell his name,,16,7,0,0,0.0,0
Better graphics Awesome fights Funny moments and conversations This is a great volume,,13,10,0,0,0.0,0
kid wakes up from a nightmare at sunset What is this Roxas,,12,6,0,0,0.0,0
Whatever Ruby did to you Cinder I hope it hurt Really REALLY BAD,,13,9,0,0,0.0,0
big jump in the graphics looks great RT,,8,5,0,0,0.0,0
"Nora  Ruby
Lightening  Rose
What ship does this make",ship,9,6,1,0.1111111111111111,0.16666666666666666,1
 Weve dealt with her kind before how is it an Novice was able to best one of us Rubys mom died at the hands of Salems Group confirmed,,29,13,0,0,0.0,0
hey Cinder Ive got a gift for you Open it ,,11,6,0,0,0.0,0
I really like Rens Forearmarmwrist band things,,7,5,0,0,0.0,0
"How come no one realized that Nora is suddenly the shortest one in the group 
* sad face *",,19,10,0,0,0.0,0
"227 when I saw her my first thought was Look at the size of her well I dont need to speak anymore you know what I am talking about
XD",,29,12,0,0,0.0,0
My fear of having dust on my weapon is its gonna run out,,13,5,0,0,0.0,0
"*She took your eye didnt she*  Dude what who took your eye
Ruby",,13,7,0,0,0.0,0
Wow The animation and character design has really amped up this season Also I though it was nice that Pyrrha will always been with Joane now protecting him But Im sad that the members of RWBY are split up But Im glad that Ren  Nora will be more prominent in the story  DANG IT THIS SERIES GIVES ME SO MANY FEELINGS,,63,39,0,0,0.0,0
That boy is like ozpin younger withough white hair,,9,7,0,0,0.0,0
1600 Jon just friendzoned a dead chick,,7,5,0,0,0.0,0
I hope Volume 6 reveals what happened while Ruby was in a coma,,13,8,0,0,0.0,0
omg 4 season oh yeah,,5,4,0,0,0.0,0
Wow they srsly upped the graphics and I love it,,10,6,0,0,0.0,0
Im loving Rubys hew outfit Which is why my profile pic is her in Volume 4,pic,16,10,1,0.0625,0.1,1
Ate we not gonna talk about farmer boy who could be important to the storycause knowing monty wrote 8 volumes of rwbyI pretty sure it was intended for him to be there,,32,14,0,0,0.0,0
Ahhhh the volume where Gravity took a hiatus,,8,4,0,0,0.0,0
Ok the scorpian guy is crazy,,6,4,0,0,0.0,0
"Sweet now he can look cool whilst still contributing nothing
Edit 6 months later actually he does alot in this season",,20,9,0,0,0.0,0
At least their offmain already   tank had equipped well heh,,12,8,0,0,0.0,0
TeamRNJR,,1,1,0,0,0.0,0
That lady with the red eyes sounds like cortana from halo,,11,7,0,0,0.0,0
The first part is like bendy and the ink machine,,10,4,0,0,0.0,0
Wait wasnt the sword and shield basically a family heirloom,,10,6,0,0,0.0,0
volume 4 Im guessing is set months after the fall of Beacon since it seems like theyve all improved and so have the animations,,24,11,0,0,0.0,0
who watch this before it came on YouTube,,8,2,0,0,0.0,0
Im a little behind but the animation has improved so much It looks amazing 3,,15,6,0,0,0.0,0
Jaune has a pumpkin Petes cereal hoodie Which cereal box was pyrahh on again,,14,9,0,0,0.0,0
"She took that b**** voice too
Daaamn",,6,4,0,0,0.0,0
My emotions ARE GOING CRAZY,,5,5,0,0,0.0,0
Cinder is like Azula trying to struggle with this new power which is making her crazy to get her revenge,,20,7,0,0,0.0,0
Ah Team Ranjer Juniorr,,4,4,0,0,0.0,0
Juane may not have alot of fighting potential but he is really good at directing his team,,17,7,0,0,0.0,0
*Changes name from RWBY to JNRR*,,6,3,0,0,0.0,0
"Ahhhh
Bad hits branch
Landing hits branch
Strategy hits branch Lol",,8,8,0,0,0.0,0
Whydo I thinkthis farmer boy is going to play a larger role later,,13,9,0,0,0.0,0
My brother has Jaunes hoodie lol,,6,5,0,0,0.0,0
Are we going to ignore that David owns a pill bottle labeled Friends,,13,9,0,0,0.0,0
If you noticed Daniel doesnt blink throughout the episode he doesnt even close his eyes once,,16,9,0,0,0.0,0
Traced and recolored ocs in a nutshell,,7,4,0,0,0.0,0
"He protecc 
He atacc 
But most importantly 
He do the necc cracc",,12,9,0,0,0.0,0
Daniels like if Bill Cipher possessed Mr Clean,,8,6,0,0,0.0,0
Can I just point out that Max freaking MAX put his trust in David and brainwashed himself with the belief that David could set things in order Some series tread over the same ground resetting season after season but the character growth Max went through in the first season has stuck around Bravo,,53,27,0,0,0.0,0
Someone give me a 10 hour loop of David naming trees in his sleep,,14,8,0,0,0.0,0
The only time Daniel stops smiling is when David challenges him,,11,7,0,0,0.0,0
"He cracc
He cracc
And most importantly *he cracc*",,7,6,0,0,0.0,0
Okay I really need a version of the Better Than You song where its actually Gwen and Jen singing it,,20,10,0,0,0.0,0
Can we stop for a second and appreciate how f*****g bomb that camp song battle was,,16,8,0,0,0.0,0
627 Daniel just casually pets Space kid,,7,6,0,0,0.0,0
I watched this while drinking PURPLE Koolaid and when it showed it I almost choked on my drink,,18,8,0,0,0.0,0
